basDt,credit_loan_total,credit_loan_kospi,credit_loan_kosdaq,credit_short_total,deposit_collateral_loan,investor_deposit,unpaid_broker,forced_liq_amt,forced_liq_ratio,cma_balance_total,etf_total_trprc,etf_lev_trprc,etf_inv_trprc,etf_inv2x_trprc,etf_lev_lstg_cnt
20211026,,,,,,,,,,7748098805191,,,,,
20211027,,,,,,,,,,5739016486687,,,,,
20211028,,,,,,,,,,7974963784958,,,,,
20211029,,,,,,,,,,5527296254513,,,,,
20211101,,,,,,,,,,31721833842798,,,,,
20260722,33042097924491,26028687407672,7013410516819,20774460474,25067386310621,103876545455919,1026339639930,14922780693,1.4,,,,,,
20260723,32749219169900,25838628000279,6910591169621,25928839327,24838296389889,104297488695149,945478207094,7207570401,0.7,,,,,,
20260724,32671669500007,25745724289113,6925945210894,23451213083,24709692086759,105637069559998,1032130958145,7487779093,0.8,,,,,,
20260727,32741062787550,25835505537512,6905557250038,30073695764,24690322178783,109167490769703,1078328580953,22960667793,2.2,,,,,,
20260728,33194039758048,26271968738673,6922071019375,24959299316,25159473690668,107199449076799,1223728500366,13889865034,1.3,,,,,,
20260729,32995045760754,26175088247851,6819957512903,24791364839,25515481549733,109592595081901,1199966208631,61133143844,5,,,,,,
20260730,32153119480063,25508658344959,6644461135104,19392847598,25819357939636,104658382450971,1724914408635,103788544148,8.6,,,,,,
20260731,28934997172818,22840599128422,6094398044396,14438415539,25449338048235,104135408405298,1661464999231,122011944238,7.1,,,,,,
20260803,27443853960691,21614091173422,5829762787269,17040486631,24871212858268,102825552619394,1566321843028,22370737743,1.3,,,,,,
20260804,27403827994670,21589187771369,5814640223301,26323843135,24137874663057,110407060542129,1216609838348,31535407227,2,,,,,,
20260805,28417965841579,22520318913584,5897646927995,19018820120,24604608162343,103212503836855,1094271121678,11768259978,1,,,,,,
20260806,28794009556064,22868506659330,5925502896734,24744316839,24371411493463,104071197139663,1062379666193,10694244436,1,,,,,,
20260807,29230368011949,23099945976826,6130422035123,27780333687,24415045326904,104206411849812,1003407610022,23442730267,2.2,,,,,,
20260810,30023767777858,23838401383580,6185366394278,25621186323,24672333503048,100718024729283,1051269782532,40856960342,4.1,,,,,,
20260811,30038722105396,23770377550040,6268344555356,26309727196,24657728467176,97928935493625,949790291979,18284674242,1.7,,,,,,
20260812,30418752974877,24198820770037,6219932204840,27294861900,24715600787566,99976460477352,924443795844,5732950456,0.6,,,,,,
20260813,30926266390017,24534907649894,6391358740123,27984741341,24862321361383,100068382662876,913051024041,5003706613,0.5,,,,,,
20260814,30867509652943,24327181644473,6540328008470,31067349719,24918139832841,100710332266729,867036193175,3768095529,0.4,,,,,,
20260818,31104533060112,24394711443991,6709821616121,33446079057,25194953902817,104755057828055,920208016778,6445378858,0.7,,,,,,
20260819,31312008436011,24487368925307,6824639510704,33917552750,25126143905383,106575016207985,913505934912,5555685144,0.6,,,,,,
20260820,31893894842575,24974173844910,6919720997665,31482168172,25378521883374,105354288625651,1097392917650,9353779638,1,12021686558877,,,,,
20260821,32416288341934,25561165064220,6855123277714,27147271944,25576084679174,100745645977544,1071522741736,48432860125,4.4,12080422658681,,,,,
20260824,32628245884660,25753151813401,6875094071259,30955027112,25303426911672,103013653662055,991563803511,5985212360,0.6,4233690039034,,,,,
20260825,32848307484817,25902153122305,6946154362512,29318820205,25646930831275,102534149924256,1002274079575,9205350284,0.9,11897099007851,,,,,
20260826,33102366526442,26246925916498,6855440609944,32976976250,25763003276700,98917653413503,1149188690131,12701286682,1.3,4252955294050,,,,,
20260827,,,,,,,,,,,15650714772662,3716836164967,1282826630644,555158043361,2209360000
